date,location,red_fighter,blue_fighter,winner,weight_class,title_fight,red_knockdowns,blue_knockdowns,red_sig_strike,blue_sig_strike,red_sig_strike_percent,blue_sig_strike_percent,red_total_strikes,blue_total_strikes,red_takedowns,blue_takedowns,red_takedown_percent,blue_takedown_percent,red_submission_attempts,blue_submission_attempts,red_reversals,blue_reversals,red_control_time,blue_control_time,red_Record,red_Height,red_Weight,red_Reach,red_STANCE,red_DOB,red_SLpM,red_Str_Acc,red_SApM,red_Str_Def,red_TD_Avg,red_TD_Acc,red_TD_Def,red_Sub_Avg,blue_Record,blue_Height,blue_Weight,blue_Reach,blue_STANCE,blue_DOB,blue_SLpM,blue_Str_Acc,blue_SApM,blue_Str_Def,blue_TD_Avg,blue_TD_Acc,blue_TD_Def,blue_Sub_Avg
"April 02, 2008","Broomfield, Colorado, USA    ",George Sotiropoulos,Roman Mitichyan,W,Welterweight,N,0,0,21 of 35,2 of 12,60%,16%,77 of 96,7 of 17,3 of 4,0 of 0,75%,---,3,0,1,1,5:30,0:36, 14-7-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2.61,27%,2.52,67%,2.32,31%,53%,1.6, 8-3-0,"5' 10""",170 lbs.,--,Orthodox,"Sep 04, 1978",0.26,16%,2.70,43%,1.93,100%,25%,1.9
"April 02, 2008","Broomfield, Colorado, USA    ",Anthony Johnson,Tommy Speer,W,Welterweight,N,1,0,15 of 25,0 of 7,60%,0%,15 of 25,0 of 7,0 of 0,0 of 2,---,0%,0,0,0,0,0:01,0:00, 22-6-0,"6' 2""",205 lbs.,"78""",Orthodox,"Mar 06, 1984",3.25,47%,1.83,60%,2.43,57%,77%,0.6, 21-7-0,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",2.56,51%,5.12,35%,2.02,33%,33%,0.0
"March 01, 2008","Columbus, Ohio, USA    ",Anderson Silva,Dan Henderson,W,UFC Middleweight,Y,0,0,47 of 59,20 of 40,79%,50%,74 of 88,52 of 75,0 of 0,1 of 3,---,33%,1,0,0,0,2:36,3:45, 34-11-0 (1 NC),"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",3.05,61%,2.05,60%,0.50,77%,69%,0.8, 32-15-0,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",2.44,47%,2.70,51%,1.52,52%,57%,0.3
"March 01, 2008","Columbus, Ohio, USA    ",Heath Herring,Cheick Kongo,W,Heavyweight,N,1,0,57 of 80,45 of 60,71%,75%,100 of 125,93 of 110,3 of 4,5 of 5,75%,100%,0,0,2,1,5:51,8:17, 28-16-0 (1 NC),"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978",2.37,50%,1.77,54%,1.22,50%,32%,0.7, 27-10-2,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",3.33,56%,1.28,54%,2.30,56%,52%,0.2
"March 01, 2008","Columbus, Ohio, USA    ",Chris Leben,Alessio Sakara,W,Middleweight,N,1,0,24 of 50,13 of 33,48%,39%,25 of 52,15 of 36,0 of 1,0 of 0,0%,---,0,0,0,0,0:26,0:00, 22-11-0,"5' 11""",185 lbs.,"73""",Southpaw,"Jul 21, 1980",2.87,42%,2.87,52%,1.14,41%,53%,0.8, 19-11-0 (2 NC),"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981",3.96,47%,2.80,59%,2.18,78%,62%,0.0
"March 01, 2008","Columbus, Ohio, USA    ",Yushin Okami,Evan Tanner,W,Middleweight,N,2,0,26 of 58,19 of 44,44%,43%,31 of 63,25 of 50,0 of 0,1 of 3,---,33%,0,0,0,0,0:37,1:57, 34-12-0,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2.06,38%,2.25,60%,1.98,39%,84%,0.5, 32-8-0,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3
"March 01, 2008","Columbus, Ohio, USA    ",Jon Fitch,Chris Wilson,W,Welterweight,N,0,0,40 of 76,22 of 52,52%,42%,131 of 169,32 of 62,4 of 9,0 of 0,44%,---,0,1,0,0,7:58,0:08, 30-7-1 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978",2.61,50%,1.65,54%,3.60,51%,56%,0.8, 18-10-0 (1 NC),"6' 1""",170 lbs.,"75""",Orthodox,"Jun 07, 1977",2.32,50%,1.36,55%,1.31,50%,60%,1.6
"March 01, 2008","Columbus, Ohio, USA    ",Andrei Arlovski,Jake O'Brien,W,Heavyweight,N,0,0,14 of 35,4 of 12,40%,33%,55 of 86,37 of 52,1 of 1,2 of 14,100%,14%,0,0,0,0,1:59,4:44, 32-20-0 (2 NC),"6' 3""",240 lbs.,"77""",Orthodox,"Feb 04, 1979",3.70,44%,3.03,57%,0.43,36%,78%,0.2, 15-4-0,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",1.31,31%,1.92,69%,6.39,54%,25%,0.2
"March 01, 2008","Columbus, Ohio, USA    ",Luigi Fioravanti,Luke Cummo,W,Welterweight,N,0,0,32 of 75,16 of 39,42%,41%,129 of 197,82 of 109,13 of 16,0 of 1,81%,0%,0,0,0,0,10:35,0:40, 26-15-0,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",2.23,42%,2.21,69%,3.76,63%,67%,0.9, 6-6-0,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980",1.74,43%,1.50,59%,0.89,55%,42%,1.4
"March 01, 2008","Columbus, Ohio, USA    ",Josh Koscheck,Dustin Hazelett,W,Welterweight,N,1,0,24 of 59,20 of 59,40%,33%,25 of 60,24 of 63,1 of 1,0 of 0,100%,---,0,2,0,0,1:12,0:00, 17-11-0,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",1.79,36%,2.27,63%,2.46,48%,64%,0.4, 12-7-0,"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986",2.24,40%,3.51,46%,0.55,50%,25%,4.1
"March 01, 2008","Columbus, Ohio, USA    ",Diego Sanchez,David Bielkheden,W,Welterweight,N,0,0,24 of 50,1 of 1,48%,100%,49 of 75,11 of 11,1 of 1,0 of 0,100%,---,0,0,0,0,4:30,0:00, 31-13-0,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2.69,37%,3.02,56%,1.51,24%,46%,0.8, 24-12-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",1.11,57%,1.64,54%,2.65,63%,14%,0.0
"March 01, 2008","Columbus, Ohio, USA    ",Jorge Gurgel,John Halverson,W,Lightweight,N,0,0,68 of 137,44 of 102,49%,43%,118 of 192,118 of 180,1 of 5,0 of 0,20%,---,0,2,0,0,8:41,1:01, 14-10-0,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977",3.37,32%,3.62,62%,0.81,23%,60%,0.5, 16-8-0 (1 NC),"5' 9""",155 lbs.,--,Southpaw,"Sep 08, 1972",2.94,43%,5.29,47%,0.00,0%,66%,2.0
"February 02, 2008","Las Vegas, Nevada, USA    ",Antonio Rodrigo Nogueira,Tim Sylvia,W,UFC Interim Heavyweight,Y,0,1,28 of 70,53 of 131,40%,40%,40 of 85,87 of 167,2 of 11,0 of 0,18%,---,1,0,1,0,0:31,2:00, 34-10-1 (1 NC),"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",1.95,42%,2.40,55%,1.30,29%,36%,2.4, 31-10-0 (1 NC),"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1
"February 02, 2008","Las Vegas, Nevada, USA    ",Frank Mir,Brock Lesnar,W,Heavyweight,N,0,0,2 of 3,16 of 24,66%,66%,2 of 3,32 of 40,0 of 0,1 of 1,---,100%,3,0,0,0,0:00,1:08, 18-11-0,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",2.18,47%,3.84,38%,2.02,40%,54%,2.0, 5-3-0 (1 NC),"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",3.53,72%,2.11,50%,3.90,55%,60%,0.5
"February 02, 2008","Las Vegas, Nevada, USA    ",Nate Marquardt,Jeremy Horn,W,Middleweight,N,1,0,22 of 30,5 of 11,73%,45%,28 of 37,12 of 19,2 of 2,1 of 3,100%,33%,1,1,0,1,3:58,1:23, 35-19-2,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2.71,49%,2.32,55%,1.87,51%,70%,0.8, 91-22-5 (1 NC),"6' 1""",185 lbs.,"74""",Orthodox,"Aug 25, 1975",1.19,39%,1.99,55%,1.83,38%,29%,1.1
"February 02, 2008","Las Vegas, Nevada, USA    ",Ricardo Almeida,Rob Yundt,W,Middleweight,N,0,0,4 of 6,2 of 11,66%,18%,4 of 6,10 of 19,1 of 1,0 of 0,100%,---,1,0,0,0,0:19,0:05, 13-5-0,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976",2.02,49%,1.20,61%,3.74,38%,31%,1.2, 9-5-0,"6' 1""",185 lbs.,--,Orthodox,"May 05, 1980",1.37,41%,2.55,31%,2.94,100%,0%,0.0
"February 02, 2008","Las Vegas, Nevada, USA    ",Tyson Griffin,Gleison Tibau,W,Lightweight,N,0,0,60 of 119,23 of 93,50%,24%,82 of 142,47 of 117,0 of 2,6 of 8,0%,75%,0,0,0,0,1:40,3:32, 16-8-0,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",3.71,41%,2.30,65%,1.87,46%,59%,0.9, 33-14-0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",1.95,31%,2.51,63%,4.08,53%,92%,0.8
"February 02, 2008","Las Vegas, Nevada, USA    ",Chris Lytle,Kyle Bradley,W,Welterweight,N,1,0,12 of 17,0 of 3,70%,0%,18 of 23,1 of 4,0 of 0,0 of 1,---,0%,0,0,0,0,0:04,0:00, 31-18-5,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",3.76,45%,3.03,58%,0.70,55%,55%,2.4, 19-12-0 (1 NC),"5' 9""",155 lbs.,"71""",Orthodox,"Aug 19, 1982",1.99,40%,3.45,58%,0.65,50%,40%,0.0
"February 02, 2008","Las Vegas, Nevada, USA    ",Tim Boetsch,David Heath,W,Light Heavyweight,N,0,0,42 of 60,7 of 31,70%,22%,46 of 64,7 of 31,1 of 2,0 of 0,50%,---,0,0,0,0,0:06,0:00, 21-13-0,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",2.93,50%,2.90,57%,1.45,34%,59%,0.8, 18-7-0,"5' 11""",205 lbs.,"72""",Orthodox,"Feb 10, 1976",1.48,30%,5.16,49%,0.33,50%,57%,1.0
"February 02, 2008","Las Vegas, Nevada, USA    ",Marvin Eastman,Terry Martin,W,Middleweight,N,0,0,40 of 89,50 of 85,44%,58%,72 of 121,74 of 109,1 of 3,1 of 8,33%,12%,0,0,0,0,4:14,5:34, 18-15-1,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971",2.21,35%,3.92,42%,1.38,33%,81%,0.0, 23-11-0,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",2.82,43%,3.13,54%,3.10,42%,92%,0.0
"February 02, 2008","Las Vegas, Nevada, USA    ",Rob Emerson,Keita Nakamura,W,Lightweight,N,0,1,81 of 212,57 of 191,38%,29%,89 of 220,66 of 203,0 of 0,4 of 4,---,100%,0,0,0,0,0:00,1:28, 18-12-0 (1 NC),"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",2.50,30%,2.83,64%,2.02,52%,65%,0.4, 34-10-2 (1 NC),"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",2.23,36%,3.20,58%,1.65,48%,63%,0.3
"January 23, 2008","Las Vegas, Nevada, USA    ",Mike Swick,Joshua Burkman,W,Welterweight,N,0,0,54 of 101,39 of 83,53%,46%,58 of 105,49 of 95,0 of 0,1 of 10,---,10%,0,0,0,0,1:24,5:44, 15-6-0,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,37%,2.29,54%,1.06,50%,61%,0.6, 28-16-0 (1 NC),"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",2.69,43%,3.13,51%,2.53,36%,72%,0.3
"January 23, 2008","Las Vegas, Nevada, USA    ",Patrick Cote,Drew McFedries,W,Middleweight,N,1,0,14 of 31,8 of 15,45%,53%,14 of 31,8 of 15,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00, 23-11-0,"5' 11""",170 lbs.,"75""",Orthodox,"Feb 29, 1980",2.81,48%,3.21,48%,0.68,20%,43%,0.2, 12-7-0,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978",5.13,51%,4.56,52%,1.42,100%,56%,0.7
"January 23, 2008","Las Vegas, Nevada, USA    ",Thiago Tavares,Michihiro Omigawa,W,Lightweight,N,0,0,19 of 43,11 of 32,44%,34%,68 of 95,90 of 112,7 of 14,1 of 1,50%,100%,0,2,1,2,6:41,3:50, 21-7-1,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984",2.00,40%,2.31,62%,3.83,42%,62%,1.5, 17-14-1,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975",2.01,39%,3.06,64%,1.19,36%,49%,1.5
"January 23, 2008","Las Vegas, Nevada, USA    ",Nate Diaz,Alvin Robinson,W,Lightweight,N,0,0,3 of 8,2 of 5,37%,40%,25 of 30,5 of 8,2 of 2,0 of 0,100%,---,2,2,0,1,2:31,0:57, 21-13-0,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",4.51,45%,3.73,52%,1.10,30%,41%,1.3, 15-9-0,"5' 9""",155 lbs.,"68""",Southpaw,"Jul 16, 1982",1.57,50%,1.29,51%,1.24,50%,25%,1.2
"January 23, 2008","Las Vegas, Nevada, USA    ",Kurt Pellegrino,Alberto Crane,W,Lightweight,N,0,1,23 of 51,4 of 26,45%,15%,37 of 66,12 of 36,1 of 2,0 of 4,50%,0%,0,2,0,0,2:02,0:45, 16-7-0,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979",2.45,43%,1.94,63%,2.90,54%,69%,0.8, 15-5-0,"5' 5""",155 lbs.,--,Orthodox,"Jul 14, 1976",0.43,25%,2.61,57%,0.00,0%,50%,4.0
"January 23, 2008","Las Vegas, Nevada, USA    ",Gray Maynard,Dennis Siver,W,Lightweight,N,1,0,26 of 66,16 of 40,39%,40%,79 of 129,155 of 198,2 of 2,1 of 2,100%,50%,3,0,2,1,10:48,2:35, 13-7-1 (1 NC),"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",1.92,32%,2.64,66%,2.91,47%,81%,0.7, 23-11-0 (1 NC),"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",3.87,32%,2.67,65%,0.87,32%,65%,0.3
"January 23, 2008","Las Vegas, Nevada, USA    ",Jeremy Stephens,Cole Miller,W,Lightweight,N,1,0,30 of 54,5 of 29,55%,17%,64 of 91,13 of 38,1 of 1,0 of 1,100%,0%,0,3,1,3,4:19,2:54, 28-19-0 (1 NC),"5' 9""",145 lbs.,"71""",Orthodox,"May 25, 1986",3.17,40%,3.05,58%,1.16,38%,65%,0.4, 21-11-0 (1 NC),"6' 1""",145 lbs.,"73""",Orthodox,"Apr 26, 1984",3.00,33%,3.88,59%,0.60,36%,38%,1.8
"January 23, 2008","Las Vegas, Nevada, USA    ",Corey Hill,Joe Veres,W,Lightweight,N,0,0,29 of 40,0 of 10,72%,0%,66 of 78,0 of 10,0 of 0,0 of 10,---,0%,0,0,0,0,3:25,0:19, 6-9-0,"6' 4""",155 lbs.,"80""",Orthodox,"Oct 03, 1978",3.57,46%,1.61,70%,3.02,80%,100%,0.0, 4-3-0,"5' 7""",155 lbs.,--,Orthodox,"Nov 09, 1977",0.00,0%,5.55,27%,0.00,0%,0%,0.0
"January 23, 2008","Las Vegas, Nevada, USA    ",Matt Wiman,Justin Buchholz,W,Lightweight,N,0,0,6 of 9,3 of 10,66%,30%,24 of 30,3 of 10,1 of 1,0 of 0,100%,---,3,0,0,0,2:40,0:00, 16-10-0,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",3.17,50%,3.57,51%,2.13,37%,56%,1.5, 15-10-0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 22, 1983",2.35,26%,4.14,51%,0.00,0%,33%,0.8
"January 19, 2008","Newcastle, England, United Kingdom    ",BJ Penn,Joe Stevenson,W,UFC Lightweight,Y,2,0,41 of 69,17 of 36,59%,47%,71 of 105,33 of 57,0 of 0,0 of 0,---,---,1,0,0,0,6:33,0:00, 16-14-2,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978",2.76,48%,3.20,56%,1.19,55%,74%,0.5, 33-16-0,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2.05,44%,2.44,60%,2.75,44%,39%,2.2
"January 19, 2008","Newcastle, England, United Kingdom    ",Fabricio Werdum,Gabriel Gonzaga,W,Heavyweight,N,0,0,46 of 89,19 of 33,51%,57%,64 of 109,26 of 40,0 of 1,3 of 4,0%,75%,0,0,0,0,2:49,2:01, 24-9-1,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977",3.59,52%,2.64,55%,1.75,31%,31%,1.2, 17-11-0,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979",2.12,45%,2.94,57%,2.80,39%,66%,1.1
"January 19, 2008","Newcastle, England, United Kingdom    ",Marcus Davis,Jess Liaudin,W,Welterweight,N,1,0,5 of 5,4 of 8,100%,50%,5 of 5,4 of 8,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00, 22-11-0 (1 NC),"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973",2.72,39%,2.79,65%,1.60,48%,47%,1.4, 20-11-0,"5' 9""",170 lbs.,"72""",Orthodox,--,2.46,51%,2.76,41%,3.28,53%,30%,1.6
"January 19, 2008","Newcastle, England, United Kingdom    ",Wilson Gouveia,Jason Lambert,W,Light Heavyweight,N,1,0,5 of 14,27 of 56,35%,48%,9 of 18,47 of 82,0 of 1,1 of 1,0%,100%,4,0,0,0,0:07,4:50, 14-8-0,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 03, 1978",3.02,39%,4.06,56%,0.90,66%,57%,2.2, 26-13-0,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975",3.21,58%,1.84,50%,1.35,36%,28%,2.4
"January 19, 2008","Newcastle, England, United Kingdom    ",Jorge Rivera,Kendall Grove,W,Middleweight,N,1,0,28 of 38,0 of 1,73%,0%,31 of 42,0 of 1,1 of 1,0 of 0,100%,---,0,0,0,0,1:05,0:00, 20-9-0,"6' 1""",185 lbs.,"73""",Orthodox,"Feb 28, 1972",3.16,48%,2.64,54%,0.84,50%,63%,0.1, 23-17-0 (1 NC),"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",2.31,41%,2.40,54%,0.49,45%,56%,1.7
"January 19, 2008","Newcastle, England, United Kingdom    ",Antoni Hardonk,Colin Robinson,W,Heavyweight,N,1,0,5 of 7,0 of 2,71%,0%,5 of 7,1 of 3,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00, 8-6-0,"6' 4""",245 lbs.,"78""",Orthodox,"Feb 05, 1976",3.40,61%,3.07,46%,0.00,0%,40%,0.9, 10-12-0,"6' 4""",243 lbs.,--,Orthodox,"Nov 27, 1968",6.19,69%,7.91,37%,2.58,100%,50%,5.2
"January 19, 2008","Newcastle, England, United Kingdom    ",Paul Kelly,Paul Taylor,W,Welterweight,N,0,0,70 of 139,43 of 81,50%,53%,154 of 234,149 of 202,3 of 3,1 of 1,100%,100%,0,3,1,0,12:07,1:22, 14-5-0,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984",3.22,37%,2.61,59%,1.34,60%,30%,1.5, 11-6-1 (1 NC),"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5
"January 19, 2008","Newcastle, England, United Kingdom    ",Alessio Sakara,James Lee,W,Light Heavyweight,N,0,0,8 of 10,0 of 1,80%,0%,10 of 12,0 of 1,0 of 0,2 of 4,---,50%,0,0,0,0,0:08,0:42, 19-11-0 (2 NC),"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981",3.96,47%,2.80,59%,2.18,78%,62%,0.0, 15-3-0 (1 NC),"5' 11""",205 lbs.,--,Southpaw,"Sep 22, 1973",1.40,42%,3.72,27%,13.95,50%,0%,7.0
"January 19, 2008","Newcastle, England, United Kingdom    ",Sam Stout,Per Eklund,W,Lightweight,N,0,0,33 of 127,20 of 43,25%,46%,83 of 180,39 of 64,0 of 0,2 of 30,---,6%,0,1,0,0,5:32,3:02, 20-12-1,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,28%,4.08,57%,0.63,38%,77%,0.1, 14-5-1,"5' 10""",155 lbs.,"72""",Orthodox,--,2.07,61%,2.38,67%,2.07,11%,50%,3.6
"December 29, 2007","Las Vegas, Nevada, USA    ",Georges St-Pierre,Matt Hughes,W,UFC Interim Welterweight,Y,0,0,28 of 40,5 of 13,70%,38%,97 of 117,10 of 19,3 of 3,0 of 3,100%,0%,3,0,0,0,7:00,0:17, 26-2-0,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",3.78,53%,1.40,72%,4.16,74%,83%,1.1, 45-9-0,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973",2.14,53%,1.36,53%,2.95,50%,35%,1.2
"December 29, 2007","Las Vegas, Nevada, USA    ",Chuck Liddell,Wanderlei Silva,W,Light Heavyweight,N,0,1,58 of 175,44 of 177,33%,24%,59 of 179,45 of 178,2 of 2,0 of 0,100%,---,0,0,0,0,1:10,0:02, 21-8-0,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",2.97,35%,2.71,56%,0.44,75%,81%,0.0, 35-13-1 (1 NC),"5' 11""",205 lbs.,"74""",Orthodox,"Jul 03, 1976",2.79,40%,2.19,60%,0.97,53%,62%,0.6
"December 29, 2007","Las Vegas, Nevada, USA    ",Eddie Sanchez,Soa Palelei,W,Heavyweight,N,0,0,52 of 115,21 of 37,45%,56%,145 of 212,27 of 43,1 of 5,1 of 1,20%,100%,0,0,0,0,3:21,5:49, 15-8-0,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982",3.45,43%,3.30,43%,1.13,26%,42%,0.0, 22-5-0,"6' 4""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",2.47,57%,2.68,48%,2.20,47%,66%,0.0
"December 29, 2007","Las Vegas, Nevada, USA    ",Lyoto Machida,Rameau Thierry Sokoudjou,W,Light Heavyweight,N,1,0,21 of 48,6 of 24,43%,25%,40 of 68,19 of 38,0 of 0,2 of 4,---,50%,5,2,1,0,5:34,0:22, 24-8-0,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",2.59,53%,1.57,61%,1.21,65%,75%,0.4, 18-18-0,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",2.26,45%,2.61,56%,1.93,47%,78%,0.9
"December 29, 2007","Las Vegas, Nevada, USA    ",Rich Clementi,Melvin Guillard,W,Lightweight,N,0,0,6 of 9,5 of 18,66%,27%,10 of 13,5 of 18,2 of 2,1 of 1,100%,100%,2,0,1,0,1:48,0:28, 45-23-1,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976",1.43,37%,2.29,60%,1.72,42%,25%,1.1, 32-18-2 (3 NC),"5' 9""",155 lbs.,"71""",Orthodox,"Mar 30, 1983",2.96,40%,1.85,66%,1.30,63%,61%,0.2
"December 29, 2007","Las Vegas, Nevada, USA    ",James Irvin,Luiz Cane,W,Light Heavyweight,N,0,0,5 of 19,9 of 20,26%,45%,5 of 19,10 of 21,0 of 1,1 of 1,0%,100%,0,0,0,0,0:01,0:12, 17-10-0 (2 NC),"6' 2""",205 lbs.,"75""",Orthodox,"Sep 12, 1978",2.03,48%,3.86,35%,0.00,0%,36%,0.5, 17-7-0 (1 NC),"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981",4.79,41%,5.00,60%,0.56,28%,100%,0.3
"December 29, 2007","Las Vegas, Nevada, USA    ",Manvel Gamburyan,Nate Mohr,W,Lightweight,N,0,0,3 of 6,2 of 3,50%,66%,8 of 12,7 of 8,1 of 3,0 of 0,33%,---,1,0,0,0,0:59,0:12, 15-10-0 (1 NC),"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981",2.13,41%,2.83,55%,3.26,34%,69%,0.7, 9-7-0,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 03, 1983",3.79,41%,2.50,74%,0.45,50%,71%,0.0
"December 29, 2007","Las Vegas, Nevada, USA    ",Dean Lister,Jordan Radev,W,Middleweight,N,0,0,31 of 99,20 of 89,31%,22%,38 of 109,49 of 118,2 of 10,0 of 0,20%,---,0,0,0,0,2:37,0:46, 13-7-0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",1.26,35%,1.89,61%,1.58,15%,50%,1.1, 23-5-0,"5' 7""",185 lbs.,--,Southpaw,"Sep 28, 1976",1.35,23%,2.38,66%,0.00,0%,80%,0.0
"December 29, 2007","Las Vegas, Nevada, USA    ",Roan Carneiro,Tony DeSouza,W,Welterweight,N,0,0,24 of 27,9 of 15,88%,60%,73 of 77,37 of 44,3 of 3,0 of 0,100%,---,2,1,0,1,4:47,2:18, 21-11-0,"5' 11""",170 lbs.,"76""",Orthodox,"Jun 02, 1978",1.46,46%,1.82,62%,3.05,42%,83%,1.4, 11-4-0,"6' 0""",170 lbs.,"70""",Southpaw,"Jul 26, 1974",1.12,52%,1.57,41%,2.25,42%,40%,1.5
"December 29, 2007","Las Vegas, Nevada, USA    ",Mark Bocek,Doug Evans,W,Lightweight,N,0,0,26 of 58,22 of 66,44%,33%,87 of 129,52 of 97,7 of 17,1 of 1,41%,100%,0,1,0,1,10:38,0:52, 12-5-0,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",2.34,43%,2.32,60%,3.65,36%,31%,1.3, 13-10-0,"5' 9""",155 lbs.,--,Orthodox,"Oct 10, 1980",1.79,35%,2.55,55%,3.19,83%,69%,0.6
"December 08, 2007","Las Vegas, Nevada, USA    ",Roger Huerta,Clay Guida,W,Lightweight,N,0,1,31 of 102,47 of 85,30%,55%,53 of 140,100 of 150,0 of 0,6 of 11,---,54%,3,1,2,0,0:50,5:53, 23-9-1 (1 NC),"5' 9""",155 lbs.,"70""",Orthodox,"May 20, 1983",3.64,36%,2.33,56%,2.13,46%,52%,0.5, 36-18-0,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2.53,34%,2.71,62%,3.24,38%,68%,0.7
"December 08, 2007","Las Vegas, Nevada, USA    ",Mac Danzig,Tommy Speer,W,Ultimate Fighter 6 Welterweight Tournament,Y,0,0,10 of 14,4 of 7,71%,57%,36 of 41,5 of 8,1 of 2,0 of 0,50%,---,1,0,0,0,1:14,0:28, 21-12-1,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980",3.39,48%,3.44,57%,1.20,37%,46%,0.6, 21-7-0,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",2.56,51%,5.12,35%,2.02,33%,33%,0.0
